area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,speed_10_1,speed_25_3,speed_100_20,speed_250_25,speed_1000_100
Total,Census Place,2800940,Alligator,"Alligator, MS",93,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,2800940,Alligator,"Alligator, MS",93,R,All Fixed Wireless,0.956989247,0.956989247,0.838709677,0,0,0
Total,Census Place,2800940,Alligator,"Alligator, MS",93,B,All Fixed Wireless,0.967741935,0.967741935,0.860215054,0,0,0.000000000
Total,Census Place,2800940,Alligator,"Alligator, MS",93,R,Unlicensed Fixed Wireless,0.935483871,0.935483871,0.763440860,0.000000000,0,0
Total,Census Place,2800940,Alligator,"Alligator, MS",93,B,Unlicensed Fixed Wireless,0.935483871,0.935483871,0.763440860,0,0,0.000000000
Total,Census Place,2800940,Alligator,"Alligator, MS",93,R,Licensed Fixed Wireless,0.430107527,0.408602151,0.408602151,0,0.000000000,0
Total,Census Place,2800940,Alligator,"Alligator, MS",93,B,Licensed Fixed Wireless,0.462365591,0.440860215,0.440860215,0,0,0
Total,Census Place,2800940,Alligator,"Alligator, MS",93,R,Other,0,0,0,0,0,0.000000000
Total,Census Place,2800940,Alligator,"Alligator, MS",93,B,Other,0,0.000000000,0,0,0,0
Total,Census Place,2801260,Amory,"Amory, MS",4751,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.830772469,0.830772469
Total,Census Place,2801260,Amory,"Amory, MS",4751,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.845295727,0.845295727
Total,Census Place,2801260,Amory,"Amory, MS",4751,R,All Wired,0.985266260,0.982740476,0.979372764,0.979372764,0.830772469,0.830772469
Total,Census Place,2801260,Amory,"Amory, MS",4751,B,All Wired,0.985687224,0.983161440,0.979793728,0.979793728,0.845295727,0.845295727
Total,Census Place,2801260,Amory,"Amory, MS",4751,R,Any Terrestrial,0.987581562,0.985266260,0.981898548,0.981898548,0.830772469,0.830772469
Total,Census Place,2801260,Amory,"Amory, MS",4751,B,Any Terrestrial,0.994316986,0.992633130,0.992422648,0.979793728,0.845295727,0.845295727
Total,Census Place,2801260,Amory,"Amory, MS",4751,R,All Wired and Licensed Fixed Wireless,0.987581562,0.985266260,0.981898548,0.981898548,0.830772469,0.830772469
Total,Census Place,2801260,Amory,"Amory, MS",4751,B,All Wired and Licensed Fixed Wireless,0.994316986,0.992633130,0.992422648,0.979793728,0.845295727,0.845295727
Total,Census Place,2801260,Amory,"Amory, MS",4751,R,Copper,0.739844243,0.429383288,0,0,0,0
Total,Census Place,2801260,Amory,"Amory, MS",4751,B,Copper,0.739844243,0.429383288,0.000210482,0.000210482,0.000000000,0
Total,Census Place,2801260,Amory,"Amory, MS",4751,R,Cable/Fiber,0.979372764,0.979372764,0.979372764,0.979372764,0.830772469,0.830772469
Total,Census Place,2801260,Amory,"Amory, MS",4751,B,Cable/Fiber,0.979793728,0.979793728,0.979793728,0.979793728,0.845295727,0.845295727
Total,Census Place,2801260,Amory,"Amory, MS",4751,R,Cable,0.743422437,0.743422437,0.743422437,0.743422437,0,0
Total,Census Place,2801260,Amory,"Amory, MS",4751,B,Cable,0.743422437,0.743422437,0.743422437,0.743422437,0,0.000000000
Total,Census Place,2801260,Amory,"Amory, MS",4751,R,Fiber,0.830772469,0.830772469,0.830772469,0.830772469,0.830772469,0.830772469
Total,Census Place,2801260,Amory,"Amory, MS",4751,B,Fiber,0.845295727,0.845295727,0.845295727,0.845295727,0.845295727,0.845295727
Total,Census Place,2801260,Amory,"Amory, MS",4751,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2801260,Amory,"Amory, MS",4751,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2801260,Amory,"Amory, MS",4751,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Total,Census Place,2801260,Amory,"Amory, MS",4751,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,2801260,Amory,"Amory, MS",4751,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,2801260,Amory,"Amory, MS",4751,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2801260,Amory,"Amory, MS",4751,R,All Fixed Wireless,0.736266049,0.147126921,0.147126921,0.069459061,0,0
Total,Census Place,2801260,Amory,"Amory, MS",4751,B,All Fixed Wireless,0.891391286,0.353399284,0.351925910,0.023994948,0,0
Total,Census Place,2801260,Amory,"Amory, MS",4751,R,Unlicensed Fixed Wireless,0,0,0,0,0,0.000000000
Total,Census Place,2801260,Amory,"Amory, MS",4751,B,Unlicensed Fixed Wireless,0,0.000000000,0,0,0,0
Total,Census Place,2801260,Amory,"Amory, MS",4751,R,Licensed Fixed Wireless,0.736266049,0.147126921,0.147126921,0.069459061,0.000000000,0
Total,Census Place,2801260,Amory,"Amory, MS",4751,B,Licensed Fixed Wireless,0.891391286,0.353399284,0.351925910,0.023994948,0,0
Total,Census Place,2801260,Amory,"Amory, MS",4751,R,Other,0,0,0,0,0,0.000000000
Total,Census Place,2801260,Amory,"Amory, MS",4751,B,Other,0,0,0,0.000000000,0,0
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.980314961,0
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.980314961,0.039370079
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,R,All Wired,0.980314961,0.980314961,0.980314961,0.980314961,0.980314961,0.000000000
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,B,All Wired,0.980314961,0.980314961,0.980314961,0.980314961,0.980314961,0.039370079
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,R,Any Terrestrial,0.980314961,0.980314961,0.980314961,0.980314961,0.980314961,0.000000000
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,0.980314961,0.980314961,0.039370079
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,R,All Wired and Licensed Fixed Wireless,0.980314961,0.980314961,0.980314961,0.980314961,0.980314961,0
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,0.980314961,0.980314961,0.039370079
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,R,Copper,0.003937008,0,0,0,0.000000000,0
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,B,Copper,0.003937008,0,0,0,0.000000000,0
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,R,Cable/Fiber,0.980314961,0.980314961,0.980314961,0.980314961,0.980314961,0.000000000
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,B,Cable/Fiber,0.980314961,0.980314961,0.980314961,0.980314961,0.980314961,0.039370079
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,R,Cable,0.980314961,0.980314961,0.980314961,0.980314961,0.980314961,0
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,B,Cable,0.980314961,0.980314961,0.980314961,0.980314961,0.980314961,0
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,R,Fiber,0.000000000,0,0,0,0,0
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,B,Fiber,0.039370079,0.039370079,0.039370079,0.039370079,0.039370079,0.039370079
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,R,All Fixed Wireless,0.212598425,0.011811024,0.003937008,0.000000000,0,0
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,B,All Fixed Wireless,0.527559055,0.326771654,0.318897638,0,0,0
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,R,Unlicensed Fixed Wireless,0,0.000000000,0,0,0,0
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,B,Unlicensed Fixed Wireless,0.007874016,0.007874016,0,0,0.000000000,0
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,R,Licensed Fixed Wireless,0.212598425,0.011811024,0.003937008,0.000000000,0,0
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,B,Licensed Fixed Wireless,0.523622047,0.318897638,0.318897638,0,0,0
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,R,Other,0.000000000,0,0,0,0,0
Total,Census Place,2801500,Anguilla,"Anguilla, MS",254,B,Other,0,0.000000000,0,0,0,0
Total,Census Place,2801820,Arcola,"Arcola, MS",221,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.457013575,0.398190045
Total,Census Place,2801820,Arcola,"Arcola, MS",221,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.398190045,0.398190045
Total,Census Place,2801820,Arcola,"Arcola, MS",221,R,All Wired,0.461538462,0.461538462,0.457013575,0.457013575,0.457013575,0.398190045
Total,Census Place,2801820,Arcola,"Arcola, MS",221,B,All Wired,0.457013575,0.457013575,0.398190045,0.398190045,0.398190045,0.398190045
Total,Census Place,2801820,Arcola,"Arcola, MS",221,R,Any Terrestrial,1.000000000,1.000000000,1.000000000,0.457013575,0.457013575,0.398190045
Total,Census Place,2801820,Arcola,"Arcola, MS",221,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,0.398190045,0.398190045,0.398190045
Total,Census Place,2801820,Arcola,"Arcola, MS",221,R,All Wired and Licensed Fixed Wireless,0.628959276,0.615384615,0.583710407,0.457013575,0.457013575,0.398190045
Total,Census Place,2801820,Arcola,"Arcola, MS",221,B,All Wired and Licensed Fixed Wireless,0.705882353,0.701357466,0.606334842,0.398190045,0.398190045,0.398190045
Total,Census Place,2801820,Arcola,"Arcola, MS",221,R,Copper,0.076923077,0.076923077,0,0,0,0
Total,Census Place,2801820,Arcola,"Arcola, MS",221,B,Copper,0.076923077,0.076923077,0,0,0,0
Total,Census Place,2801820,Arcola,"Arcola, MS",221,R,Cable/Fiber,0.457013575,0.457013575,0.457013575,0.457013575,0.457013575,0.398190045
Total,Census Place,2801820,Arcola,"Arcola, MS",221,B,Cable/Fiber,0.398190045,0.398190045,0.398190045,0.398190045,0.398190045,0.398190045
Total,Census Place,2801820,Arcola,"Arcola, MS",221,R,Cable,0.081447964,0.081447964,0.081447964,0.081447964,0.081447964,0.000000000
Total,Census Place,2801820,Arcola,"Arcola, MS",221,B,Cable,0.004524887,0.004524887,0.004524887,0.004524887,0.004524887,0.000000000
Total,Census Place,2801820,Arcola,"Arcola, MS",221,R,Fiber,0.398190045,0.398190045,0.398190045,0.398190045,0.398190045,0.398190045
Total,Census Place,2801820,Arcola,"Arcola, MS",221,B,Fiber,0.398190045,0.398190045,0.398190045,0.398190045,0.398190045,0.398190045
Total,Census Place,2801820,Arcola,"Arcola, MS",221,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2801820,Arcola,"Arcola, MS",221,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2801820,Arcola,"Arcola, MS",221,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,2801820,Arcola,"Arcola, MS",221,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,2801820,Arcola,"Arcola, MS",221,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,2801820,Arcola,"Arcola, MS",221,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2801820,Arcola,"Arcola, MS",221,R,All Fixed Wireless,0.995475113,0.995475113,0.995475113,0,0,0.000000000
Total,Census Place,2801820,Arcola,"Arcola, MS",221,B,All Fixed Wireless,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,2801820,Arcola,"Arcola, MS",221,R,Unlicensed Fixed Wireless,0.995475113,0.995475113,0.995475113,0,0,0
Total,Census Place,2801820,Arcola,"Arcola, MS",221,B,Unlicensed Fixed Wireless,0.995475113,0.995475113,0.995475113,0,0.000000000,0
Total,Census Place,2801820,Arcola,"Arcola, MS",221,R,Licensed Fixed Wireless,0.357466063,0.294117647,0.194570136,0,0,0
Total,Census Place,2801820,Arcola,"Arcola, MS",221,B,Licensed Fixed Wireless,0.515837104,0.475113122,0.375565611,0,0.000000000,0
Total,Census Place,2801820,Arcola,"Arcola, MS",221,R,Other,0,0,0,0,0.000000000,0
Total,Census Place,2801820,Arcola,"Arcola, MS",221,B,Other,0,0.000000000,0,0,0,0
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.951515152,0.951515152
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.951515152,0.951515152
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,R,All Wired,1.000000000,0.987878788,0.969696970,0.951515152,0.951515152,0.951515152
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,B,All Wired,1.000000000,0.987878788,0.969696970,0.951515152,0.951515152,0.951515152
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,R,Any Terrestrial,1.000000000,0.993939394,0.975757576,0.951515152,0.951515152,0.951515152
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,B,Any Terrestrial,1.000000000,0.987878788,0.969696970,0.951515152,0.951515152,0.951515152
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,R,All Wired and Licensed Fixed Wireless,1.000000000,0.993939394,0.975757576,0.951515152,0.951515152,0.951515152
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,B,All Wired and Licensed Fixed Wireless,1.000000000,0.987878788,0.969696970,0.951515152,0.951515152,0.951515152
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,R,Copper,0.830303030,0.600000000,0.424242424,0.024242424,0.000000000,0
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,B,Copper,0.830303030,0.600000000,0.424242424,0.024242424,0,0
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,R,Cable/Fiber,0.951515152,0.951515152,0.951515152,0.951515152,0.951515152,0.951515152
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,B,Cable/Fiber,0.951515152,0.951515152,0.951515152,0.951515152,0.951515152,0.951515152
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,R,Cable,0,0.000000000,0,0,0,0
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,B,Cable,0,0,0.000000000,0,0,0
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,R,Fiber,0.951515152,0.951515152,0.951515152,0.951515152,0.951515152,0.951515152
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,B,Fiber,0.951515152,0.951515152,0.951515152,0.951515152,0.951515152,0.951515152
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,R,All Fixed Wireless,0.490909091,0.418181818,0.418181818,0.012121212,0,0
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,B,All Fixed Wireless,0.224242424,0.169696970,0.084848485,0,0,0
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,R,Unlicensed Fixed Wireless,0,0.000000000,0,0,0,0
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,B,Unlicensed Fixed Wireless,0,0.000000000,0,0,0,0
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,R,Licensed Fixed Wireless,0.490909091,0.418181818,0.418181818,0.012121212,0,0.000000000
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,B,Licensed Fixed Wireless,0.224242424,0.169696970,0.084848485,0,0.000000000,0
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,R,Other,0,0,0,0,0.000000000,0
Total,Census Place,2801940,Arkabutla,"Arkabutla, MS",165,B,Other,0,0.000000000,0,0,0,0
Total,Census Place,2802060,Arnold Line,"Arnold Line, MS",1026,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.995126706,0.494152047
Total,Census Place,2802060,Arnold Line,"Arnold Line, MS",1026,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.995126706,0.511695906
Total,Census Place,2802060,Arnold Line,"Arnold Line, MS",1026,R,All Wired,0.995126706,0.995126706,0.995126706,0.995126706,0.995126706,0.494152047
Total,Census Place,2802060,Arnold Line,"Arnold Line, MS",1026,B,All Wired,0.995126706,0.995126706,0.995126706,0.995126706,0.995126706,0.511695906
Total,Census Place,2802060,Arnold Line,"Arnold Line, MS",1026,R,Any Terrestrial,0.997076023,0.997076023,0.997076023,0.997076023,0.995126706,0.494152047
Total,Census Place,2802060,Arnold Line,"Arnold Line, MS",1026,B,Any Terrestrial,0.997076023,0.997076023,0.997076023,0.997076023,0.995126706,0.511695906
Total,Census Place,2802060,Arnold Line,"Arnold Line, MS",1026,R,All Wired and Licensed Fixed Wireless,0.997076023,0.997076023,0.997076023,0.997076023,0.995126706,0.494152047
Total,Census Place,2802060,Arnold Line,"Arnold Line, MS",1026,B,All Wired and Licensed Fixed Wireless,0.997076023,0.997076023,0.997076023,0.997076023,0.995126706,0.511695906
Total,Census Place,2802060,Arnold Line,"Arnold Line, MS",1026,R,Copper,0.233918129,0.000974659,0,0,0,0
Total,Census Place,2802060,Arnold Line,"Arnold Line, MS",1026,B,Copper,0.233918129,0.000974659,0,0,0,0
Total,Census Place,2802060,Arnold Line,"Arnold Line, MS",1026,R,Cable/Fiber,0.995126706,0.995126706,0.995126706,0.995126706,0.995126706,0.494152047
Total,Census Place,2802060,Arnold Line,"Arnold Line, MS",1026,B,Cable/Fiber,0.995126706,0.995126706,0.995126706,0.995126706,0.995126706,0.511695906
Total,Census Place,2802060,Arnold Line,"Arnold Line, MS",1026,R,Cable,0.994152047,0.994152047,0.994152047,0.994152047,0.994152047,0.000000000
Total,Census Place,2802060,Arnold Line,"Arnold Line, MS",1026,B,Cable,0.994152047,0.994152047,0.994152047,0.994152047,0.994152047,0.000000000
Total,Census Place,2802060,Arnold Line,"Arnold Line, MS",1026,R,Fiber,0.494152047,0.494152047,0.494152047,0.494152047,0.494152047,0.494152047
Total,Census Place,2802060,Arnold Line,"Arnold Line, MS",1026,B,Fiber,0.511695906,0.511695906,0.511695906,0.511695906,0.511695906,0.511695906
Total,Census Place,2802060,Arnold Line,"Arnold Line, MS",1026,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Total,Census Place,2802060,Arnold Line,"Arnold Line, MS",1026,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Total,Census Place,2802060,Arnold Line,"Arnold Line, MS",1026,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,2802060,Arnold Line,"Arnold Line, MS",1026,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,2802060,Arnold Line,"Arnold Line, MS",1026,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
