provider_id,holding_company,technology_code,technology_code_desc,location_count_res,unit_count_res,location_count_bus,unit_count_bus
130311,"Colorado Valley Telephone Cooperative, Inc.",50,Fiber to the Premises,10479,12431,10479,12431
130311,"Colorado Valley Telephone Cooperative, Inc.",70,Unlicensed Fixed Wireless,9140,10498,9140,10498
130311,"Colorado Valley Telephone Cooperative, Inc.",71,Licensed Fixed Wireless,9380,11048,9380,11048
130312,Colton Telephone Company,50,Fiber to the Premises,1048,1152,90,146
130314,Columbus Telephone Company,50,Fiber to the Premises,5696,6394,5696,6394
130315,TOTE Holdings LLC,10,Copper,2150,2312,2150,2312
130315,TOTE Holdings LLC,50,Fiber to the Premises,5904,6882,5904,6882
130315,TOTE Holdings LLC,70,Unlicensed Fixed Wireless,19812,24325,19812,24325
130316,"Combined Technologies, Inc.",70,Unlicensed Fixed Wireless,207,213,49,64
130317,Comcast Corporation,40,Cable,37561402,56785018,37561500,56786867
130317,Comcast Corporation,50,Fiber to the Premises,576932,1155424,667370,1655007
130321,"Communications 1 Network, Inc.",10,Copper,606,683,606,683
130321,"Communications 1 Network, Inc.",50,Fiber to the Premises,11477,12278,11477,12278
130322,"Community Antenna Service, Inc.",40,Cable,29989,35433,1655,2956
130325,Community Internet Service,70,Unlicensed Fixed Wireless,1102,1157,0,0
130327,"Community Telephone Co., Inc.",50,Fiber to the Premises,22552,28157,22552,28157
130327,"Community Telephone Co., Inc.",70,Unlicensed Fixed Wireless,253,292,253,292
130327,"Community Telephone Co., Inc.",71,Licensed Fixed Wireless,11389,13044,11389,13044
130331,"Computer Sales & Services, Inc.",70,Unlicensed Fixed Wireless,4,4,17,30
130335,"Consolidated Communications, Inc.",0,Other,1,1,0,0
130335,"Consolidated Communications, Inc.",10,Copper,752597,1026228,53018,146778
130335,"Consolidated Communications, Inc.",40,Cable,2312,2602,139,240
130335,"Consolidated Communications, Inc.",50,Fiber to the Premises,867039,1048065,36978,86459
130337,Consolidated Telcom,40,Cable,3939,5948,3939,5948
130337,Consolidated Telcom,50,Fiber to the Premises,19203,23782,19203,23782
130338,Consolidated Telephone Company,10,Copper,880,1028,880,1028
130338,Consolidated Telephone Company,50,Fiber to the Premises,35978,44368,35978,44368
130340,Conway Corporation,40,Cable,20308,31313,20308,31313
130340,Conway Corporation,50,Fiber to the Premises,725,899,0,0
130344,"Coon Valley Cooperative Telephone Association, Inc.",50,Fiber to the Premises,1590,1645,1590,1645
130344,"Coon Valley Cooperative Telephone Association, Inc.",70,Unlicensed Fixed Wireless,1473,1520,1473,1520
130345,Coon Valley Farmers Telephone Company,50,Fiber to the Premises,3902,4394,3902,4394
130346,Cooperative Telephone Company,50,Fiber to the Premises,3011,3216,3011,3216
130347,Cooperative Telephone Exchange,50,Fiber to the Premises,754,798,754,798
130349,Copper Valley Telephone Cooperative,10,Copper,4844,5252,4844,5252
130349,Copper Valley Telephone Cooperative,50,Fiber to the Premises,5066,5479,5066,5479
130349,Copper Valley Telephone Cooperative,70,Unlicensed Fixed Wireless,8,10,8,10
130349,Copper Valley Telephone Cooperative,71,Licensed Fixed Wireless,10,10,10,10
130352,"Cordova Telephone Cooperative, Inc.",10,Copper,1082,1083,1082,1083
130352,"Cordova Telephone Cooperative, Inc.",50,Fiber to the Premises,30,30,30,30
130353,Corn Belt Telephone Company,50,Fiber to the Premises,3800,3920,3800,3920
130353,Corn Belt Telephone Company,71,Licensed Fixed Wireless,61,63,61,63
130360,"Cox Communications, Inc.",40,Cable,6508138,9203872,438930,1718776
130360,"Cox Communications, Inc.",50,Fiber to the Premises,546713,695057,185079,479276
130361,Cozad Telephone Company,10,Copper,41,41,41,41
130361,Cozad Telephone Company,50,Fiber to the Premises,2594,2955,2594,2955
130362,"CP-Tel Holdings, Inc.",10,Copper,2709,3536,613,1123
130362,"CP-Tel Holdings, Inc.",50,Fiber to the Premises,6570,8854,1646,2955
130363,"Craigville Telephone Company, Inc.",10,Copper,336,377,323,340
130363,"Craigville Telephone Company, Inc.",50,Fiber to the Premises,5403,6418,5403,6418
130364,Craw-Kan Telephone Cooperative Inc.,10,Copper,4199,4349,4199,4349
130364,Craw-Kan Telephone Cooperative Inc.,50,Fiber to the Premises,31843,36329,31843,36329
130366,"NBVDS Investments, LLC",10,Copper,11451,11978,11451,11978
130366,"NBVDS Investments, LLC",50,Fiber to the Premises,4985,5423,4985,5423
130366,"NBVDS Investments, LLC",71,Licensed Fixed Wireless,25062,30595,25062,30595
130368,"Crossville Consolidated Communications, Inc.",10,Copper,655,660,655,660
130369,Crown Point Telephone Corporation,10,Copper,8,8,1,1
130369,Crown Point Telephone Corporation,50,Fiber to the Premises,1931,2471,309,661
130370,Altice USA,40,Cable,5262895,8258626,545137,2144831
130370,Altice USA,50,Fiber to the Premises,2195534,3618379,159764,890081
130374,Cumberland Telephone Company,50,Fiber to the Premises,1309,1361,1309,1361
130375,"Cumby Telephone Cooperative, Inc.",10,Copper,2795,3086,2795,3086
130375,"Cumby Telephone Cooperative, Inc.",50,Fiber to the Premises,4682,5057,5986,6765
130378,Custer Telephone Cooperative Inc.,10,Copper,565,590,42,45
130378,Custer Telephone Cooperative Inc.,40,Cable,1380,1498,83,113
130378,Custer Telephone Cooperative Inc.,50,Fiber to the Premises,2060,2184,392,558
130378,Custer Telephone Cooperative Inc.,70,Unlicensed Fixed Wireless,515,524,31,34
130380,Grayson Collin Electric Cooperative,10,Copper,3580,3659,3580,3659
130380,Grayson Collin Electric Cooperative,50,Fiber to the Premises,13362,14266,13362,14266
130385,"D & P Communications, Inc.",10,Copper,88,127,22,63
130385,"D & P Communications, Inc.",40,Cable,9087,11082,1522,2989
130385,"D & P Communications, Inc.",50,Fiber to the Premises,13334,15671,1624,3394
130385,"D & P Communications, Inc.",70,Unlicensed Fixed Wireless,813,826,24,29
130386,"D D & B, Inc.",10,Copper,5820,6075,5820,6075
130386,"D D & B, Inc.",50,Fiber to the Premises,8186,9180,8186,9180
130387,Dakota Central Telecommunications Cooperative,50,Fiber to the Premises,14786,17956,14786,17956
130390,Danville Mutual Telephone Company,50,Fiber to the Premises,1369,1771,1369,1771
130391,"Darien Telephone Company, Inc.",40,Cable,4990,5388,4990,5388
130391,"Darien Telephone Company, Inc.",50,Fiber to the Premises,2064,2297,2064,2297
130393,Daviess-Martin County Rural Telephone Corporation,10,Copper,1038,1096,1038,1096
130393,Daviess-Martin County Rural Telephone Corporation,50,Fiber to the Premises,16625,18231,16625,18231
130395,"Decatur Holding Company, Inc.",10,Copper,282,362,254,334
130395,"Decatur Holding Company, Inc.",50,Fiber to the Premises,2494,2846,2267,2592
130396,"DeKalb Telephone Cooperative, Inc.",10,Copper,127,127,127,127
130396,"DeKalb Telephone Cooperative, Inc.",50,Fiber to the Premises,30336,32480,30908,33690
130398,Delcambre Telephone Co.,50,Fiber to the Premises,1820,2212,1820,2212
130399,Delhi Telephone Company,10,Copper,54,71,54,71
130399,Delhi Telephone Company,50,Fiber to the Premises,12672,14586,12672,14586
130400,"Dell Telephone Cooperative, Inc.",10,Copper,548,603,548,603
130400,"Dell Telephone Cooperative, Inc.",50,Fiber to the Premises,579,811,579,811
130400,"Dell Telephone Cooperative, Inc.",70,Unlicensed Fixed Wireless,19635,22076,19635,22076
130403,"T-Mobile USA, Inc.",50,Fiber to the Premises,13800,17859,0,0
130403,"T-Mobile USA, Inc.",71,Licensed Fixed Wireless,74539455,106407721,79966631,114991644
130403,"T-Mobile USA, Inc.",72,LBR Fixed Wireless,1,1,0,0
130405,Dickey Rural Telephone Cooperative,50,Fiber to the Premises,16076,20528,16076,20528
130416,Doylestown Telephone Company,10,Copper,3805,4127,3805,4127
130416,Doylestown Telephone Company,40,Cable,3754,4071,3754,4071
130416,Doylestown Telephone Company,50,Fiber to the Premises,5664,6323,5664,6323
130419,Dumont Telephone Company,50,Fiber to the Premises,3137,3184,3137,3184
130420,"Dunbarton Telephone Company, Inc.",10,Copper,2,2,0,0
130420,"Dunbarton Telephone Company, Inc.",50,Fiber to the Premises,1452,1557,1452,1557
130421,Dunkerton Telephone Cooperative,50,Fiber to the Premises,901,979,901,979
130423,Duo County Telephone Cooperative Inc.,10,Copper,2835,2950,2835,2950
130423,Duo County Telephone Cooperative Inc.,40,Cable,3815,3826,824,1121
130423,Duo County Telephone Cooperative Inc.,50,Fiber to the Premises,20278,22540,20278,22540
130425,"Dobson Technologies, Inc.",10,Copper,12910,13984,12910,13984
130425,"Dobson Technologies, Inc.",50,Fiber to the Premises,162627,208111,162627,208111
130427,"E. Ritter Communications Holdings, Inc.",10,Copper,32642,35893,29139,31659
130427,"E. Ritter Communications Holdings, Inc.",40,Cable,49666,56838,49666,56838
130427,"E. Ritter Communications Holdings, Inc.",50,Fiber to the Premises,84163,93229,153203,228638
130431,"Eagle Telephone Systems, Inc.",10,Copper,22,22,22,22
130431,"Eagle Telephone Systems, Inc.",50,Fiber to the Premises,393,421,393,421
130432,EATEL Corp.,10,Copper,2,2,2,2
130432,EATEL Corp.,40,Cable,18338,20951,18338,20951
130432,EATEL Corp.,50,Fiber to the Premises,74302,98100,74302,98100
130433,East Buchanan Telephone Cooperative,50,Fiber to the Premises,2511,2645,2511,2645
130437,"Eastern Indiana WIFI, Inc.",50,Fiber to the Premises,24,65,24,65
130437,"Eastern Indiana WIFI, Inc.",70,Unlicensed Fixed Wireless,3474,3819,3452,3796
130437,"Eastern Indiana WIFI, Inc.",72,LBR Fixed Wireless,4973,5756,4963,5746
130439,"Eastern Slope Rural Telephone Association, Inc.",10,Copper,1956,2075,1956,2075
130439,"Eastern Slope Rural Telephone Association, Inc.",50,Fiber to the Premises,4645,5060,4645,5060
130440,"Eastex Telephone Cooperative, Inc.",10,Copper,7643,9109,7643,9109
130440,"Eastex Telephone Cooperative, Inc.",50,Fiber to the Premises,36093,41109,36093,41109
130444,Egyptian Telephone Cooperative Association,10,Copper,1137,1239,74,82
130444,Egyptian Telephone Cooperative Association,50,Fiber to the Premises,1882,2010,150,176
130445,Electric and Water Plant Board of the City of Frankfort,40,Cable,18464,27182,18464,27182
130445,Electric and Water Plant Board of the City of Frankfort,50,Fiber to the Premises,15398,21986,18565,27314
130446,"Electric Plant Board of the City of Glasgow, KY",40,Cable,7317,8504,7317,8504
130446,"Electric Plant Board of the City of Glasgow, KY",50,Fiber to the Premises,486,653,486,653
130449,Ellington Telephone Company,10,Copper,618,618,618,618
130449,Ellington Telephone Company,50,Fiber to the Premises,1536,1541,1536,1541
130450,Ellsworth Cooperative Telephone Association,50,Fiber to the Premises,785,838,785,838
130453,Emery Telcom,40,Cable,4931,6323,4931,6323
130453,Emery Telcom,50,Fiber to the Premises,22272,27284,22272,27284
130453,Emery Telcom,70,Unlicensed Fixed Wireless,153,154,153,154
130454,Emily Cooperative Telephone Company,50,Fiber to the Premises,5554,5801,5554,5801
130455,Empire Telephone Corporation/North Penn Telephone Company,10,Copper,1983,2077,91,93
130455,Empire Telephone Corporation/North Penn Telephone Company,50,Fiber to the Premises,124963,173431,8897,12098
130458,"ENMR Telephone Cooperative, Inc.",10,Copper,358,389,358,389
130458,"ENMR Telephone Cooperative, Inc.",50,Fiber to the Premises,54401,65787,54401,65787
130458,"ENMR Telephone Cooperative, Inc.",71,Licensed Fixed Wireless,73740,90756,73740,90756
130460,Epic Touch Company,50,Fiber to the Premises,1234,1285,1234,1285
130464,"Etex Telephone Cooperative, Inc.",10,Copper,10502,11927,10502,11927
130464,"Etex Telephone Cooperative, Inc.",50,Fiber to the Premises,30008,37104,30008,37104
130473,"F&B Communications, Inc.",50,Fiber to the Premises,2959,3118,2959,3118
130475,Farmers Cooperative Telephone Company-Dysart,10,Copper,296,300,296,300
130475,Farmers Cooperative Telephone Company-Dysart,50,Fiber to the Premises,1130,1160,1130,1160
130476,Farmers Independent Telephone Company,10,Copper,1060,1293,1060,1293
130476,Farmers Independent Telephone Company,40,Cable,521,676,521,676
130476,Farmers Independent Telephone Company,50,Fiber to the Premises,3531,3936,3531,3936
130477,Farmers Mutual Cooperative Telephone Company-Harlan,50,Fiber to the Premises,3959,4185,3959,4185
130478,Farmers Mutual Cooperative Telephone Company-Moulton,50,Fiber to the Premises,2491,2503,2491,2503
130479,Farmers Mutual Telephone Company (ID),10,Copper,36,36,36,36
130479,Farmers Mutual Telephone Company (ID),50,Fiber to the Premises,4095,4829,4095,4829
130479,Farmers Mutual Telephone Company (ID),70,Unlicensed Fixed Wireless,5245,6002,5245,6002
130479,Farmers Mutual Telephone Company (ID),71,Licensed Fixed Wireless,2110,2389,2110,2389
130481,Farmers Mutual Telephone Company (OH),50,Fiber to the Premises,854,861,224,338
130481,Farmers Mutual Telephone Company (OH),71,Licensed Fixed Wireless,30689,32899,5266,6234
130482,"Farmers Mutual Telephone Company of Stanton, Iowa",50,Fiber to the Premises,7105,7598,7105,7598
130483,Farmers Mutual Telephone Company-Jesup,10,Copper,4,4,4,4
130483,Farmers Mutual Telephone Company-Jesup,50,Fiber to the Premises,2189,2383,2189,2383
130484,Farmers Mutual Telephone Company-Nora Springs,50,Fiber to the Premises,14790,15602,14790,15602
130485,Farmers Mutual Telephone Cooperative of Shellsburg,10,Copper,2442,2631,2442,2631
130485,Farmers Mutual Telephone Cooperative of Shellsburg,50,Fiber to the Premises,9422,10164,9422,10164
130487,"Farmers Telephone Company, Inc.",10,Copper,106,131,106,131
130487,"Farmers Telephone Company, Inc.",50,Fiber to the Premises,145,184,145,184
130487,"Farmers Telephone Company, Inc.",71,Licensed Fixed Wireless,795,1012,795,1012
130488,Farmers Telephone Company-Batavia,50,Fiber to the Premises,625,643,625,643
130489,Farmers Telephone Company-Essex,50,Fiber to the Premises,852,900,852,900
130489,Farmers Telephone Company-Essex,70,Unlicensed Fixed Wireless,8962,10015,8962,10015
130490,"Farmers Telephone Cooperative, Inc. (SC)",10,Copper,27697,36136,27697,36136
130490,"Farmers Telephone Cooperative, Inc. (SC)",50,Fiber to the Premises,57052,69693,57052,69693
130490,"Farmers Telephone Cooperative, Inc. (SC)",71,Licensed Fixed Wireless,3277,4783,3277,4783
130491,Fayetteville Public Utilities,40,Cable,6312,7477,927,1862
130491,Fayetteville Public Utilities,50,Fiber to the Premises,4614,4830,555,744
130492,FDF Communications Co.,10,Copper,2943,3238,2943,3238
130492,FDF Communications Co.,50,Fiber to the Premises,3359,3687,3359,3687
130492,FDF Communications Co.,70,Unlicensed Fixed Wireless,53867,61015,0,0
130494,Farmers Mutual Telephone Company (MN),50,Fiber to the Premises,5016,5259,5018,5261
130495,Fenton Cooperative Telephone Company,50,Fiber to the Premises,322,328,83,85
130499,"First Communications, LLC",10,Copper,0,0,66,609
130499,"First Communications, LLC",50,Fiber to the Premises,0,0,153,377
130500,"First Step Internet, LLC",50,Fiber to the Premises,463,949,185,713
130500,"First Step Internet, LLC",70,Unlicensed Fixed Wireless,58626,81539,13108,25138
130500,"First Step Internet, LLC",71,Licensed Fixed Wireless,15,20,15,20
130502,"Five Area Telephone Cooperative, Inc.",10,Copper,408,449,408,449
130502,"Five Area Telephone Cooperative, Inc.",50,Fiber to the Premises,6877,7697,6877,7697
130502,"Five Area Telephone Cooperative, Inc.",70,Unlicensed Fixed Wireless,737,798,737,798
130503,"Flat Rock Telephone Co-Op, Inc.",50,Fiber to the Premises,1038,1090,1038,1090
130507,"Foothills Rural Telephone Cooperative Corporation, Inc.",50,Fiber to the Premises,27313,31665,27313,31665
130509,"Fort Mojave Telecommunications, Inc.",50,Fiber to the Premises,1415,2345,1415,2345
130509,"Fort Mojave Telecommunications, Inc.",70,Unlicensed Fixed Wireless,412,501,412,501
130511,Waldron Communication Company,10,Copper,628,630,628,630
130511,Waldron Communication Company,50,Fiber to the Premises,96,96,96,96
130514,"Franklin Telephone Co., Inc.",10,Copper,919,1024,919,1024
130514,"Franklin Telephone Co., Inc.",50,Fiber to the Premises,901,1007,901,1007
130524,"Ganado Telephone Company, Inc.",10,Copper,1788,1847,1788,1847
130524,"Ganado Telephone Company, Inc.",50,Fiber to the Premises,5011,5588,5011,5588
130526,Garden Valley Telephone Company,10,Copper,25,65,25,65
130526,Garden Valley Telephone Company,50,Fiber to the Premises,22269,26558,22269,26558
130527,Gardonville Cooperative Telephone Association,10,Copper,1067,1199,1067,1199
130527,Gardonville Cooperative Telephone Association,50,Fiber to the Premises,5055,6659,5055,6659
130527,Gardonville Cooperative Telephone Association,70,Unlicensed Fixed Wireless,75,109,75,109
130527,Gardonville Cooperative Telephone Association,71,Licensed Fixed Wireless,157,176,157,176
130527,Gardonville Cooperative Telephone Association,72,LBR Fixed Wireless,571,747,571,747
130528,"Gargoyle Technologies, Inc.",50,Fiber to the Premises,3186,7231,3186,7231
130528,"Gargoyle Technologies, Inc.",70,Unlicensed Fixed Wireless,7615,10695,7615,10695
130532,Geetingsville Telephone Company Inc.,10,Copper,230,232,230,232
130532,Geetingsville Telephone Company Inc.,50,Fiber to the Premises,917,933,917,933
130532,Geetingsville Telephone Company Inc.,70,Unlicensed Fixed Wireless,472,481,472,481
130532,Geetingsville Telephone Company Inc.,72,LBR Fixed Wireless,1609,1691,1609,1691
130534,GCI Holdings LLC,10,Copper,6827,6911,6827,6911
130534,GCI Holdings LLC,40,Cable,162229,256338,162229,256338
130534,GCI Holdings LLC,50,Fiber to the Premises,3729,4060,3729,4060
130534,GCI Holdings LLC,70,Unlicensed Fixed Wireless,10335,10432,10335,10432
130535,"Geneseo Communications, Inc.",10,Copper,6058,6467,6058,6467
130535,"Geneseo Communications, Inc.",50,Fiber to the Premises,36544,54473,36544,54473
